track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates conservation by PhastCons"
#	output date: 2023-11-16 04:42:37 UTC
#	chrom specified: chr1
#	position specified: 11845709-11847783
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0078125)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr1 span=1
11845709	0
11845710	0
11845711	0
11845712	0
11845713	0
11845714	0
11845715	0
11845716	0.771654
11845717	0.992126
11845718	1
11845719	1
11845720	1
11845721	1
11845722	0.992126
11845723	0.700787
11845724	0.913386
11845725	1
11845726	1
11845727	1
11845728	1
11845729	1
11845730	1
11845731	1
11845732	1
11845733	1
11845734	0.984252
11845735	1
11845736	1
11845737	1
11845738	1
11845739	1
11845740	0.992126
11845741	0
11845742	0
11845743	0
11845744	0
11845745	0
11845746	0.76378
11845747	0.976378
11845748	0.984252
11845749	0.984252
11845750	0.874016
11845751	0.76378
11845752	0
11845753	0
11845754	0.0393701
11845755	0.102362
11845756	0.0866142
11845757	0.0787402
11845758	0.0629921
11845759	0
11845760	0.023622
11845761	0.00787402
11845762	0
11845763	0
11845764	0
11845765	0
11845766	0.968504
11845767	1
11845768	1
11845769	1
11845770	0.984252
11845771	0.92126
11845772	0.0314961
11845773	0
11845774	0
11845775	0
11845776	0
11845777	0
11845778	0
11845779	0
11845780	0
11845781	0
11845782	0
11845783	0
11845784	0
11845785	0
11845786	0
11845787	0
11845788	0.00787402
11845789	0.023622
11845790	0.023622
11845791	0
11845792	0
11845793	0
11845794	0
11845795	0
11845796	0
11845797	0
11845798	0
11845799	0.00787402
11845800	0.0314961
11845801	0.0314961
11845802	0.0472441
11845803	0.0393701
11845804	0.023622
11845805	0.0314961
11845806	0.00787402
11845807	0
11845808	0
11845809	0
11845810	0
11845811	0
11845812	0
11845813	0
11845814	0
11845815	0
11845816	0
11845817	0
11845818	0.125984
11845819	0.110236
11845820	0.0708661
11845821	0
11845822	0
11845823	0
11845824	0
11845825	0
11845826	0
11845827	0
11845828	0
11845829	0.00787402
11845830	0
11845831	0
11845832	0
11845833	0
11845834	0
11845835	0.015748
11845836	0.826772
11845837	0.992126
11845838	1
11845839	1
11845840	0.976378
11845841	0.811024
11845842	0.0629921
11845843	0.0393701
11845844	0.0472441
11845845	0.330709
11845846	0.354331
11845847	0.322835
11845848	0.267717
11845849	0.023622
11845850	0
11845851	0
11845852	0
11845853	0
11845854	0.00787402
11845855	0.440945
11845856	0.76378
11845857	0.913386
11845858	0.700787
11845859	0.456693
11845860	0.0787402
11845861	0.0393701
11845862	0
11845863	0
11845864	0
11845865	0
11845866	0
11845867	0
11845868	0
11845869	0.00787402
11845870	0.00787402
11845871	0.00787402
11845872	0.015748
11845873	0.00787402
11845874	0
11845875	0
11845876	0
11845877	0
11845878	0
11845879	0
11845880	0.00787402
11845881	0.0629921
11845882	0.0708661
11845883	0.0866142
11845884	0.023622
11845885	0.015748
11845886	0.00787402
11845887	0
11845888	0
11845889	0
11845890	0
11845891	0
11845892	0
11845893	0
11845894	0
11845895	0
11845896	0.11811
11845897	0.291339
11845898	0.283465
11845899	0.228346
11845900	0.00787402
11845901	0
11845902	0.00787402
11845903	0.015748
11845904	0.0708661
11845905	0
11845906	0
11845907	0
11845908	0
11845909	0
11845910	0
11845911	0
11845912	0
11845913	0
11845914	0
11845915	0
11845916	0
11845917	0
11845918	0
11845919	0
11845920	0
11845921	0
11845922	0
11845923	0
11845924	0
11845925	0
11845926	0
11845927	0
11845928	0
11845929	0
11845930	0
11845931	0
11845932	0.84252
11845933	0.850394
11845934	0.897638
11845935	0.897638
