track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates conservation by PhastCons"
#	output date: 2023-11-16 00:09:49 UTC
#	chrom specified: chr17
#	position specified: 50184101-50201631
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0078125)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr17 span=1
50184101	0.96063
50184102	1
50184103	1
50184104	1
50184105	1
50184106	1
50184107	1
50184108	1
50184109	1
50184110	1
50184111	1
50184112	1
50184113	1
50184114	1
50184115	1
50184116	1
50184117	1
50184118	1
50184119	1
50184120	1
50184121	1
50184122	1
50184123	1
50184124	1
50184125	1
50184126	1
50184127	1
50184128	1
50184129	1
50184130	1
50184131	1
50184132	1
50184133	1
50184134	1
50184135	1
50184136	1
50184137	1
50184138	1
50184139	1
50184140	1
50184141	1
50184142	1
50184143	1
50184144	1
50184145	1
50184146	1
50184147	1
50184148	1
50184149	1
50184150	1
50184151	1
50184152	1
50184153	1
50184154	1
50184155	1
50184156	1
50184157	1
50184158	1
50184159	1
50184160	1
50184161	1
50184162	1
50184163	1
50184164	1
50184165	1
50184166	1
50184167	1
50184168	1
50184169	1
50184170	1
50184171	1
50184172	1
50184173	1
50184174	1
50184175	1
50184176	1
50184177	1
50184178	1
50184179	1
50184180	1
50184181	1
50184182	1
50184183	1
50184184	1
50184185	1
50184186	1
50184187	1
50184188	1
50184189	1
50184190	1
50184191	1
50184192	0.992126
50184193	1
50184194	0.992126
50184195	1
50184196	0.992126
50184197	1
50184198	1
50184199	1
50184200	1
50184201	1
50184202	1
50184203	1
50184204	1
50184205	1
50184206	1
50184207	1
50184208	1
50184209	0.952756
50184210	0.992126
50184211	0.992126
50184212	0.992126
50184213	0.992126
50184214	1
50184215	1
50184216	1
50184217	0.984252
50184218	1
50184219	1
50184220	1
50184221	0.992126
50184222	0.992126
50184223	1
50184224	1
50184225	1
50184226	1
50184227	1
50184228	0.992126
50184229	0.984252
50184230	0.992126
50184231	1
50184232	1
50184233	1
50184234	0.992126
50184235	1
50184236	1
50184237	0.976378
50184238	0.976378
50184239	0.992126
50184240	1
50184241	0.984252
50184242	0.968504
50184243	0.968504
50184244	1
50184245	1
50184246	1
50184247	0.992126
50184248	0.425197
50184249	0.464567
50184250	0.976378
50184251	1
50184252	1
50184253	1
50184254	1
50184255	1
50184256	0.976378
50184257	0.0472441
50184258	0.00787402
50184259	0
50184260	0.944882
50184261	0.992126
50184262	1
50184263	1
50184264	1
50184265	0.952756
50184266	0.110236
50184267	0.724409
50184268	0.716535
50184269	0
50184270	0
50184271	0
50184272	0.015748
50184273	0.228346
50184274	0.354331
50184275	0.015748
50184276	0
50184277	0
50184278	0.0314961
50184279	0.0393701
50184280	0
50184281	0
50184282	0
50184283	0
50184284	0.992126
50184285	0.992126
50184286	0.992126
50184287	0.889764
50184288	0.889764
50184289	0.874016
50184290	0.834646
50184291	0.0708661
50184292	0
50184293	0
50184294	0
50184295	0
50184296	0.015748
50184297	0.015748
50184298	0
50184299	0
50184300	0.00787402
