track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates conservation by PhastCons"
#	output date: 2023-11-16 05:36:35 UTC
#	chrom specified: chr8
#	position specified: 2045046-2145045
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.0078125)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chr8 span=1
2045046	0.80315
2045047	0.779528
2045048	0.0787402
2045049	0.0866142
2045050	0
2045051	0
2045052	0
2045053	0
2045054	0
2045055	0
2045056	0
2045057	0.566929
2045058	0.724409
2045059	0
2045060	0
2045061	0
2045062	0
2045063	0
2045064	0
2045065	0
2045066	0
2045067	0
2045068	0
2045069	0
2045070	0
2045071	0
2045072	0
2045073	0
2045074	0
2045075	0
2045076	0.23622
2045077	0.291339
2045078	0.535433
2045079	0.543307
2045080	0.535433
2045081	0.448819
2045082	0.0708661
2045083	0.125984
2045084	0.866142
2045085	0.866142
2045086	0.251969
2045087	0.212598
2045088	0.307087
2045089	0.346457
2045090	0.102362
2045091	0.0944882
2045092	0
2045093	0
2045094	0.015748
2045095	0.00787402
2045096	0
2045097	0
2045098	0.015748
2045099	0
2045100	0
2045101	0
2045102	0
2045103	0
2045104	0
2045105	0
2045106	0
2045107	0
2045108	0
2045109	0
2045110	0
2045111	0
2045112	0
2045113	0
2045114	0
2045115	0
2045116	0
2045117	0
2045118	0
2045119	0
2045120	0
2045121	0
2045122	0.393701
2045123	0.228346
2045124	0.299213
2045125	0.307087
2045126	0.0472441
2045127	0.0551181
2045128	0
2045129	0
2045130	0
2045131	0
2045132	0
2045133	0
2045134	0
2045135	0
2045136	0
2045137	0
2045138	0.653543
2045139	0.661417
2045140	0.661417
2045141	0.244094
2045142	0.0944882
2045143	0.0787402
2045144	0.00787402
2045145	0
2045146	0
2045147	0
2045148	0
2045149	0
2045150	0
2045151	0
2045152	0
2045153	0
2045154	0
2045155	0
2045156	0
2045157	0
2045158	0
2045159	0
2045160	0
2045161	0
2045162	0
2045163	0
2045164	0
2045165	0
2045166	0
2045167	0.00787402
2045168	0.984252
2045169	1
2045170	1
2045171	0.992126
2045172	1
2045173	1
2045174	0.968504
2045175	0
2045176	0
2045177	0
2045178	0
2045179	0
2045180	0
2045181	0
2045182	0
2045183	0
2045184	0
2045185	0
2045186	0
2045187	0
2045188	0
2045189	0
2045190	0
2045191	0
