NC_052538.1	14720209	14722998	[intron]	0	+
NC_052538.1	14723178	14723722	[intron]	0	+
NC_052538.1	14723845	14725704	[intron]	0	+
NC_052538.1	14725893	14726147	[intron]	0	+
NC_052538.1	14726327	14726684	[intron]	0	+
NC_052538.1	14726834	14731082	[intron]	0	+
NC_052538.1	14726834	14728747	[intron]	0	+
NC_052538.1	14731223	14733167	[intron]	0	+
NC_052538.1	14733356	14734963	[intron]	0	+
NC_052538.1	14735147	14736524	[intron]	0	+
NC_052538.1	14736634	14738393	[intron]	0	+
NC_052538.1	14738486	14739139	[intron]	0	+
NC_052538.1	14739223	14744637	[intron]	0	+
NC_052538.1	14739223	14741862	[intron]	0	+
NC_052538.1	14742013	14742553	[intron]	0	+
NC_052538.1	14742749	14750947	[intron]	0	+
NC_052538.1	14742749	14744637	[intron]	0	+
NC_052538.1	14744810	14750947	[intron]	0	+
NC_052538.1	14749209	14750947	[intron]	0	+
NC_052538.1	14749464	14750947	[intron]	0	+
NC_052538.1	14751096	14751203	[intron]	0	+
NC_052538.1	14751102	14751427	[intron]	0	+
NC_052538.1	14751102	14751203	[intron]	0	+
NC_052538.1	14751333	14751427	[intron]	0	+
NC_052538.1	14751593	14752715	[intron]	0	+
NC_052538.1	14758233	14760370	[intron]	0	+
NC_052538.1	14760474	14763693	[intron]	0	+
NC_052538.1	14763897	14764366	[intron]	0	+
NC_052538.1	14764654	14765380	[intron]	0	+
NC_052538.1	14765469	14765557	[intron]	0	+
NC_052538.1	14765802	14767391	[intron]	0	+
NC_052538.1	14767677	14769649	[intron]	0	+
NC_052538.1	14768057	14768533	[intron]	0	+
NC_052538.1	14769787	14772999	[intron]	0	+
NC_052538.1	14769787	14771205	[intron]	0	+
NC_052538.1	14769787	14770600	[intron]	0	+
NC_052538.1	14770738	14771205	[intron]	0	+
NC_052538.1	14771325	14772999	[intron]	0	+
NC_052538.1	14773269	14773381	[intron]	0	+
NC_052538.1	14773507	14774531	[intron]	0	+
NC_052538.1	14774810	14775057	[intron]	0	+
NC_052538.1	14775123	14775773	[intron]	0	+
NC_052538.1	14776032	14776362	[intron]	0	+
NC_052538.1	14776423	14776535	[intron]	0	+
NC_052538.1	14776748	14777439	[intron]	0	+
NC_052538.1	14777582	14778207	[intron]	0	+
NC_052538.1	14778413	14778541	[intron]	0	+
NC_052538.1	14778772	14779323	[intron]	0	+
NC_052538.1	14779568	14780381	[intron]	0	+
NC_052538.1	14780605	14780726	[intron]	0	+
NC_052538.1	14780891	14780995	[intron]	0	+
NC_052538.1	14781164	14781696	[intron]	0	+
NC_052538.1	14783387	14783492	[intron]	0	+
NC_052538.1	14783774	14784033	[intron]	0	+
NC_052538.1	14784300	14784434	[intron]	0	+
NC_052538.1	14784707	14784809	[intron]	0	+
NC_052538.1	14785073	14785178	[intron]	0	+
NC_052538.1	14785439	14786019	[intron]	0	+
NC_052538.1	14786280	14786762	[intron]	0	+
NC_052538.1	14787026	14787119	[intron]	0	+
NC_052538.1	14787380	14787543	[intron]	0	+
NC_052538.1	14787804	14788235	[intron]	0	+
NC_052538.1	14788496	14788582	[intron]	0	+
NC_052538.1	14788724	14788813	[intron]	0	+
NC_052538.1	14788979	14789197	[intron]	0	+
NC_052538.1	14789429	14789985	[intron]	0	+
NC_052538.1	14790270	14790370	[intron]	0	+
NC_052538.1	14790496	14792289	[intron]	0	+
NC_052538.1	14792478	14796683	[intron]	0	+
NC_052538.1	14796740	14811144	[intron]	0	+
NC_052538.1	14796740	14797841	[intron]	0	+
NC_052538.1	14796740	14797590	[intron]	0	+
NC_052538.1	14796740	14797587	[intron]	0	+
NC_052538.1	14796740	14797509	[intron]	0	+
NC_052538.1	14796740	14797440	[intron]	0	+
NC_052538.1	14797481	14797590	[intron]	0	+
NC_052538.1	14797481	14797587	[intron]	0	+
NC_052538.1	14797685	14797841	[intron]	0	+
NC_052538.1	14811423	14839346	[intron]	0	+
NC_052538.1	14811423	14833968	[intron]	0	+
NC_052538.1	14811423	14812521	[intron]	0	+
NC_052538.1	14813085	14833968	[intron]	0	+
NC_052538.1	14813085	14821106	[intron]	0	+
NC_052538.1	14813848	14813940	[intron]	0	+
NC_052538.1	14814851	14814949	[intron]	0	+
NC_052538.1	14815228	14815349	[intron]	0	+
NC_052538.1	14817183	14817284	[intron]	0	+
NC_052538.1	14817563	14817677	[intron]	0	+
NC_052538.1	14818359	14818506	[intron]	0	+
NC_052538.1	14818788	14818915	[intron]	0	+
NC_052538.1	14819194	14819327	[intron]	0	+
NC_052538.1	14819606	14819696	[intron]	0	+
NC_052538.1	14820393	14820614	[intron]	0	+
NC_052538.1	14820893	14821106	[intron]	0	+
NC_052538.1	14821388	14821964	[intron]	0	+
NC_052538.1	14822243	14822340	[intron]	0	+
NC_052538.1	14822622	14823126	[intron]	0	+
NC_052538.1	14823405	14823533	[intron]	0	+
NC_052538.1	14823821	14824025	[intron]	0	+
NC_052538.1	14824304	14824406	[intron]	0	+
NC_052538.1	14824685	14824788	[intron]	0	+
NC_052538.1	14825067	14825183	[intron]	0	+
NC_052538.1	14825471	14825603	[intron]	0	+
NC_052538.1	14825891	14833968	[intron]	0	+
NC_052538.1	14825891	14826676	[intron]	0	+
NC_052538.1	14826958	14827687	[intron]	0	+
NC_052538.1	14827966	14828084	[intron]	0	+
NC_052538.1	14828366	14828510	[intron]	0	+
NC_052538.1	14828789	14828897	[intron]	0	+
NC_052538.1	14829185	14829383	[intron]	0	+
NC_052538.1	14829662	14829746	[intron]	0	+
NC_052538.1	14830025	14830100	[intron]	0	+
NC_052538.1	14830379	14830528	[intron]	0	+
NC_052538.1	14830816	14830982	[intron]	0	+
NC_052538.1	14831270	14833968	[intron]	0	+
NC_052538.1	14834250	14834511	[intron]	0	+
NC_052538.1	14834790	14834894	[intron]	0	+
NC_052538.1	14835176	14835310	[intron]	0	+
NC_052538.1	14835589	14836102	[intron]	0	+
NC_052538.1	14836390	14836508	[intron]	0	+
NC_052538.1	14836787	14836876	[intron]	0	+
NC_052538.1	14837155	14837269	[intron]	0	+
NC_052538.1	14837548	14838060	[intron]	0	+
NC_052538.1	14838348	14838505	[intron]	0	+
NC_052538.1	14838793	14839346	[intron]	0	+
NC_052538.1	14839637	14840372	[intron]	0	+
NC_052538.1	14840660	14841461	[intron]	0	+
NC_052538.1	14841554	14841677	[intron]	0	+
NC_052538.1	14841960	14842214	[intron]	0	+
NC_052538.1	14842395	14842740	[intron]	0	+
NC_052538.1	14842830	14842913	[intron]	0	+
NC_052538.1	14843181	14844098	[intron]	0	+
NC_052538.1	14843181	14843277	[intron]	0	+
NC_052538.1	14843538	14844098	[intron]	0	+
NC_052538.1	14844308	14844412	[intron]	0	+
NC_052538.1	14844490	14844600	[intron]	0	+
NC_052538.1	14844627	14845286	[intron]	0	+
NC_052538.1	14845334	14846098	[intron]	0	+
NC_052538.1	14846155	14846564	[intron]	0	+
NC_052538.1	14846155	14846250	[intron]	0	+
NC_052538.1	14846155	14846247	[intron]	0	+
NC_052538.1	14846325	14846564	[intron]	0	+
NC_052538.1	14846819	14847373	[intron]	0	+
